"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 17 20:40:15 MSK 2021","Tue Aug 17 20:40:16 MSK 2021","920","test","test_add_group","","","","test_add_group[None:namez:headeroA75rWbA:footerPTkghlo]",""
